order_id,date,country,product_category,order_value,quantity,customer_type,payment_method,shipping_cost,delivery_days
3945,2025-04-23 17:44:21.717913,Australia,Safety Glasses,89.84,2,New,Bank Transfer,9.85,12
3946,2025-04-23 17:44:21.717913,Germany,Contact Lenses,62.9,1,New,PayPal,6.3,7
3947,2025-04-23 17:44:21.717913,France,Safety Glasses,63.91,1,Returning,Bank Transfer,19.03,7
3948,2025-04-23 17:44:21.717913,Australia,Sunglasses,119.16,3,New,PayPal,24.37,11
3949,2025-04-23 17:44:21.717913,US,Contact Lenses,75.75,1,Returning,Credit Card,8.42,9
3950,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,214.58,1,Returning,Credit Card,19.35,6
3951,2025-04-23 17:44:21.717913,Australia,Sunglasses,187.0,1,Returning,Credit Card,15.41,3
3952,2025-04-23 17:44:21.717913,US,Safety Glasses,117.9,1,New,Credit Card,21.63,6
3953,2025-04-23 17:44:21.717913,France,Safety Glasses,96.26,1,New,Credit Card,14.91,6
3954,2025-04-23 17:44:21.717913,Australia,Prescription Glasses,194.76,1,Returning,Credit Card,16.64,3
3955,2025-04-23 17:44:21.717913,Canada,Reading Glasses,52.94,1,New,Bank Transfer,24.95,14
3956,2025-04-23 17:44:21.717913,Canada,Safety Glasses,60.87,1,Returning,Credit Card,14.58,12
3957,2025-04-23 17:44:21.717913,Australia,Reading Glasses,38.99,1,New,Credit Card,23.16,7
3958,2025-04-23 17:44:21.717913,UK,Sunglasses,94.68,1,New,Credit Card,15.56,8
3959,2025-04-23 17:44:21.717913,US,Contact Lenses,40.31,1,Returning,PayPal,14.99,7
3960,2025-04-23 17:44:21.717913,France,Safety Glasses,80.35,1,Returning,Credit Card,6.03,5
3961,2025-04-23 17:44:21.717913,Australia,Contact Lenses,37.17,1,New,PayPal,20.44,4
3962,2025-04-23 17:44:21.717913,Germany,Reading Glasses,49.33,1,Returning,Credit Card,21.31,6
3963,2025-04-23 17:44:21.717913,Australia,Reading Glasses,43.15,1,New,PayPal,11.27,4
3964,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,108.89,1,New,Credit Card,19.87,7
3965,2025-04-23 17:44:21.717913,US,Safety Glasses,114.58,2,Returning,PayPal,14.74,10
3966,2025-04-23 17:44:21.717913,France,Safety Glasses,79.57,1,New,Credit Card,5.83,11
3967,2025-04-23 17:44:21.717913,Germany,Contact Lenses,33.69,2,Returning,Credit Card,5.17,12
3968,2025-04-23 17:44:21.717913,France,Contact Lenses,31.15,1,New,PayPal,20.39,7
3969,2025-04-23 17:44:21.717913,Australia,Sunglasses,78.17,2,Returning,Bank Transfer,9.55,11
3970,2025-04-23 17:44:21.717913,Germany,Prescription Glasses,204.23,1,New,PayPal,22.45,5
3971,2025-04-23 17:44:21.717913,US,Safety Glasses,91.8,2,Returning,Credit Card,16.12,10
3972,2025-04-23 17:44:21.717913,UK,Sunglasses,133.36,1,Returning,Credit Card,15.87,12
3973,2025-04-23 17:44:21.717913,France,Sunglasses,85.82,1,Returning,Credit Card,22.38,3
3974,2025-04-23 17:44:21.717913,France,Prescription Glasses,84.61,1,New,Credit Card,11.64,7
3975,2025-04-23 17:44:21.717913,Australia,Safety Glasses,69.03,2,Returning,Bank Transfer,20.75,11
3976,2025-04-23 17:44:21.717913,UK,Reading Glasses,28.55,3,New,Bank Transfer,7.19,10
3977,2025-04-23 17:44:21.717913,US,Reading Glasses,27.84,1,New,Credit Card,16.71,6
3978,2025-04-23 17:44:21.717913,UK,Prescription Glasses,141.22,2,New,PayPal,11.49,11
3979,2025-04-23 17:44:21.717913,France,Safety Glasses,71.69,1,New,PayPal,20.01,9
3980,2025-04-23 17:44:21.717913,Canada,Sunglasses,87.47,1,New,Credit Card,20.87,11
3981,2025-04-23 17:44:21.717913,France,Prescription Glasses,215.1,1,New,Credit Card,14.19,3
3982,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,127.47,1,New,PayPal,21.71,8
3983,2025-04-23 17:44:21.717913,Australia,Contact Lenses,33.59,1,New,PayPal,7.92,11
3984,2025-04-23 17:44:21.717913,France,Safety Glasses,59.81,1,New,PayPal,5.41,10
3985,2025-04-23 17:44:21.717913,Germany,Safety Glasses,97.75,2,Returning,PayPal,16.44,14
3986,2025-04-23 17:44:21.717913,UK,Prescription Glasses,189.1,1,Returning,Credit Card,18.71,7
3987,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,172.09,2,Returning,Credit Card,22.2,5
3988,2025-04-23 17:44:21.717913,UK,Safety Glasses,64.32,1,New,Credit Card,16.84,7
3989,2025-04-23 17:44:21.717913,Japan,Prescription Glasses,197.72,1,Returning,PayPal,15.61,3
3990,2025-04-23 17:44:21.717913,Canada,Sunglasses,75.81,1,Returning,Bank Transfer,17.95,8
3991,2025-04-23 17:44:21.717913,France,Reading Glasses,44.62,1,New,Credit Card,24.59,12
3992,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,108.13,1,Returning,PayPal,20.57,8
3993,2025-04-23 17:44:21.717913,UK,Contact Lenses,41.42,1,New,PayPal,20.57,12
3994,2025-04-23 17:44:21.717913,UK,Prescription Glasses,191.32,1,New,PayPal,5.13,4
3995,2025-04-23 17:44:21.717913,France,Contact Lenses,40.65,3,New,Credit Card,12.31,10
3996,2025-04-23 17:44:21.717913,Canada,Prescription Glasses,134.09,1,New,Credit Card,21.41,13
3997,2025-04-23 17:44:21.717913,France,Contact Lenses,58.13,1,New,Credit Card,11.19,5
3998,2025-04-23 17:44:21.717913,France,Sunglasses,92.54,2,New,PayPal,23.83,7
3999,2025-04-23 17:44:21.717913,US,Reading Glasses,57.43,1,Returning,Credit Card,23.89,12
4000,2025-04-23 17:44:21.717913,Australia,Sunglasses,61.4,1,Returning,Credit Card,18.28,10
4001,2025-04-23 17:44:21.717913,Germany,Safety Glasses,42.51,2,Returning,Bank Transfer,8.96,11
4002,2025-04-23 17:44:21.717913,UK,Sunglasses,156.79,1,New,PayPal,11.85,9
4003,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,136.39,1,New,Credit Card,23.13,6
4004,2025-04-24 17:44:21.717913,Japan,Safety Glasses,65.31,1,Returning,PayPal,22.86,3
4005,2025-04-24 17:44:21.717913,Canada,Contact Lenses,39.07,1,Returning,Credit Card,21.31,6
4006,2025-04-24 17:44:21.717913,Germany,Sunglasses,134.32,1,Returning,Credit Card,16.8,5
4007,2025-04-24 17:44:21.717913,UK,Prescription Glasses,249.9,1,Returning,PayPal,24.68,9
4008,2025-04-24 17:44:21.717913,UK,Safety Glasses,78.76,1,Returning,Credit Card,6.92,7
4009,2025-04-24 17:44:21.717913,US,Prescription Glasses,220.79,1,Returning,PayPal,9.25,9
4010,2025-04-24 17:44:21.717913,Australia,Sunglasses,173.57,2,New,PayPal,20.76,14
4011,2025-04-24 17:44:21.717913,Canada,Reading Glasses,29.37,1,New,PayPal,14.31,5
4012,2025-04-24 17:44:21.717913,US,Safety Glasses,110.76,2,New,Credit Card,8.78,4
4013,2025-04-24 17:44:21.717913,Japan,Contact Lenses,44.75,1,New,Credit Card,8.05,11
4014,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,185.62,1,Returning,PayPal,19.79,13
4015,2025-04-24 17:44:21.717913,US,Sunglasses,51.8,1,New,Credit Card,9.7,11
4016,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,121.33,1,New,Credit Card,16.59,5
4017,2025-04-24 17:44:21.717913,Canada,Sunglasses,100.0,1,New,Credit Card,12.69,12
4018,2025-04-24 17:44:21.717913,US,Reading Glasses,31.97,2,New,Credit Card,15.8,13
4019,2025-04-24 17:44:21.717913,Australia,Safety Glasses,65.91,1,Returning,Credit Card,18.1,3
4020,2025-04-24 17:44:21.717913,Canada,Reading Glasses,45.62,1,Returning,Credit Card,11.53,9
4021,2025-04-24 17:44:21.717913,Germany,Contact Lenses,27.19,1,Returning,Credit Card,9.2,8
4022,2025-04-24 17:44:21.717913,Australia,Contact Lenses,31.13,1,New,Credit Card,13.62,12
4023,2025-04-24 17:44:21.717913,Canada,Safety Glasses,88.14,1,New,PayPal,10.61,7
4024,2025-04-24 17:44:21.717913,UK,Safety Glasses,44.35,1,New,Credit Card,23.91,4
4025,2025-04-24 17:44:21.717913,US,Prescription Glasses,150.95,1,Returning,PayPal,5.52,7
4026,2025-04-24 17:44:21.717913,UK,Contact Lenses,49.49,1,New,PayPal,12.77,9
4027,2025-04-24 17:44:21.717913,France,Safety Glasses,94.34,1,New,Credit Card,9.13,6
4028,2025-04-24 17:44:21.717913,Germany,Contact Lenses,28.22,2,Returning,Bank Transfer,11.96,9
4029,2025-04-24 17:44:21.717913,Germany,Reading Glasses,43.07,1,Returning,Credit Card,9.42,12
4030,2025-04-24 17:44:21.717913,US,Reading Glasses,59.27,1,Returning,Credit Card,19.17,4
4031,2025-04-24 17:44:21.717913,Australia,Safety Glasses,62.99,1,Returning,Credit Card,10.95,11
4032,2025-04-24 17:44:21.717913,Australia,Reading Glasses,48.18,1,New,Credit Card,21.45,8
4033,2025-04-24 17:44:21.717913,US,Safety Glasses,53.6,1,New,Credit Card,8.84,8
4034,2025-04-24 17:44:21.717913,France,Safety Glasses,51.71,1,New,Credit Card,22.0,14
4035,2025-04-24 17:44:21.717913,US,Contact Lenses,53.59,2,New,Credit Card,11.0,12
4036,2025-04-24 17:44:21.717913,Canada,Safety Glasses,93.3,1,Returning,PayPal,21.07,5
4037,2025-04-24 17:44:21.717913,US,Contact Lenses,37.99,1,New,Credit Card,19.73,5
4038,2025-04-24 17:44:21.717913,Canada,Safety Glasses,104.81,1,Returning,PayPal,16.88,8
4039,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,118.19,1,Returning,PayPal,9.57,7
4040,2025-04-24 17:44:21.717913,France,Sunglasses,78.36,1,New,Credit Card,11.2,4
4041,2025-04-24 17:44:21.717913,UK,Prescription Glasses,202.07,1,New,Credit Card,21.04,13
4042,2025-04-24 17:44:21.717913,Germany,Contact Lenses,55.93,2,Returning,PayPal,10.59,14
4043,2025-04-24 17:44:21.717913,Germany,Sunglasses,94.73,1,New,Credit Card,9.7,12
4044,2025-04-24 17:44:21.717913,US,Reading Glasses,57.53,2,New,PayPal,8.41,3
4045,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,176.43,2,New,PayPal,13.2,7
4046,2025-04-24 17:44:21.717913,US,Contact Lenses,69.64,1,New,Credit Card,11.8,5
4047,2025-04-24 17:44:21.717913,Australia,Prescription Glasses,264.84,1,Returning,Credit Card,18.22,14
4048,2025-04-24 17:44:21.717913,Japan,Reading Glasses,48.36,2,New,Credit Card,14.93,8
4049,2025-04-24 17:44:21.717913,Germany,Reading Glasses,21.48,2,New,PayPal,19.0,6
4050,2025-04-24 17:44:21.717913,Canada,Sunglasses,76.05,1,New,PayPal,18.73,10
4051,2025-04-25 17:44:21.717913,UK,Safety Glasses,96.86,1,Returning,PayPal,24.37,11
4052,2025-04-25 17:44:21.717913,Japan,Safety Glasses,60.59,1,New,Credit Card,9.76,3
4053,2025-04-25 17:44:21.717913,UK,Contact Lenses,70.4,1,New,PayPal,13.25,14
4054,2025-04-25 17:44:21.717913,Australia,Reading Glasses,49.2,1,New,PayPal,23.49,9
4055,2025-04-25 17:44:21.717913,Germany,Contact Lenses,33.73,1,New,Credit Card,21.61,12
4056,2025-04-25 17:44:21.717913,UK,Prescription Glasses,170.16,1,New,PayPal,14.03,6
4057,2025-04-25 17:44:21.717913,Australia,Prescription Glasses,181.34,3,New,Credit Card,8.7,11
4058,2025-04-25 17:44:21.717913,Germany,Contact Lenses,25.74,1,New,Credit Card,23.16,13
4059,2025-04-25 17:44:21.717913,UK,Safety Glasses,106.09,2,New,Bank Transfer,20.97,7
4060,2025-04-25 17:44:21.717913,Japan,Contact Lenses,34.48,1,New,Credit Card,21.74,13
4061,2025-04-25 17:44:21.717913,France,Prescription Glasses,191.84,2,New,Credit Card,20.57,14
4062,2025-04-25 17:44:21.717913,Germany,Contact Lenses,43.89,1,New,Credit Card,14.0,13
4063,2025-04-25 17:44:21.717913,Canada,Safety Glasses,98.84,1,New,PayPal,8.56,12
4064,2025-04-25 17:44:21.717913,UK,Contact Lenses,52.16,2,New,Credit Card,15.02,4
4065,2025-04-25 17:44:21.717913,Canada,Reading Glasses,44.86,1,New,Credit Card,21.9,5
4066,2025-04-25 17:44:21.717913,UK,Sunglasses,139.37,2,New,Credit Card,16.32,9
4067,2025-04-25 17:44:21.717913,Australia,Reading Glasses,38.04,1,New,Credit Card,24.75,3
4068,2025-04-25 17:44:21.717913,France,Sunglasses,57.32,3,Returning,Credit Card,20.09,8
4069,2025-04-25 17:44:21.717913,France,Prescription Glasses,234.36,2,Returning,Credit Card,19.11,9
4070,2025-04-25 17:44:21.717913,France,Safety Glasses,57.72,1,Returning,Credit Card,10.64,11
4071,2025-04-25 17:44:21.717913,US,Prescription Glasses,239.39,2,New,PayPal,7.83,4
4072,2025-04-25 17:44:21.717913,US,Safety Glasses,47.58,2,New,Credit Card,5.36,14
4073,2025-04-25 17:44:21.717913,Australia,Prescription Glasses,172.44,1,New,PayPal,13.57,10
4074,2025-04-25 17:44:21.717913,Australia,Contact Lenses,71.91,1,New,PayPal,11.38,10
4075,2025-04-25 17:44:21.717913,Australia,Contact Lenses,29.55,2,New,PayPal,11.04,14
4076,2025-04-25 17:44:21.717913,France,Safety Glasses,66.43,1,Returning,Credit Card,8.61,13
4077,2025-04-25 17:44:21.717913,Germany,Safety Glasses,81.14,1,New,Credit Card,22.74,7
4078,2025-04-25 17:44:21.717913,Australia,Sunglasses,64.24,2,Returning,PayPal,6.86,7
4079,2025-04-25 17:44:21.717913,UK,Reading Glasses,29.11,1,New,Credit Card,24.09,12
4080,2025-04-25 17:44:21.717913,Canada,Safety Glasses,92.92,1,New,Credit Card,18.36,10
4081,2025-04-25 17:44:21.717913,France,Sunglasses,70.54,1,New,PayPal,23.15,3
4082,2025-04-25 17:44:21.717913,Japan,Prescription Glasses,146.36,1,Returning,PayPal,24.2,14
4083,2025-04-25 17:44:21.717913,UK,Reading Glasses,22.82,1,New,Credit Card,24.29,4
4084,2025-04-25 17:44:21.717913,Germany,Prescription Glasses,242.34,1,New,PayPal,22.13,8
4085,2025-04-25 17:44:21.717913,Japan,Reading Glasses,32.11,1,New,Credit Card,14.24,7
4086,2025-04-25 17:44:21.717913,UK,Reading Glasses,50.42,1,Returning,PayPal,7.9,11
4087,2025-04-25 17:44:21.717913,UK,Sunglasses,160.41,1,New,Credit Card,23.6,5
4088,2025-04-25 17:44:21.717913,France,Prescription Glasses,159.56,1,Returning,Credit Card,24.14,8
4089,2025-04-25 17:44:21.717913,Canada,Sunglasses,120.78,1,New,PayPal,23.53,11
4090,2025-04-25 17:44:21.717913,France,Sunglasses,144.54,1,New,Bank Transfer,14.34,3
4091,2025-04-25 17:44:21.717913,France,Prescription Glasses,252.69,1,Returning,Bank Transfer,19.59,13
4092,2025-04-25 17:44:21.717913,France,Reading Glasses,34.71,1,Returning,Credit Card,18.95,9
4093,2025-04-25 17:44:21.717913,Canada,Sunglasses,110.56,1,Returning,Credit Card,13.0,5
4094,2025-04-25 17:44:21.717913,Japan,Contact Lenses,51.41,1,Returning,Credit Card,11.94,3
4095,2025-04-25 17:44:21.717913,Canada,Safety Glasses,92.55,1,Returning,Credit Card,13.34,6
4096,2025-04-25 17:44:21.717913,Japan,Prescription Glasses,142.64,1,New,PayPal,9.6,4
4097,2025-04-25 17:44:21.717913,Japan,Prescription Glasses,281.94,3,New,PayPal,7.44,6
4098,2025-04-25 17:44:21.717913,France,Reading Glasses,20.11,2,New,Credit Card,21.49,4
4099,2025-04-25 17:44:21.717913,Japan,Prescription Glasses,216.89,1,Returning,Credit Card,23.34,3
4100,2025-04-26 17:44:21.717913,France,Sunglasses,73.16,2,New,Credit Card,9.6,10
4101,2025-04-26 17:44:21.717913,Australia,Sunglasses,56.33,1,New,Credit Card,18.0,8
4102,2025-04-26 17:44:21.717913,Canada,Sunglasses,124.99,1,New,Credit Card,8.96,6
4103,2025-04-26 17:44:21.717913,Australia,Sunglasses,56.01,1,Returning,PayPal,19.22,8
4104,2025-04-26 17:44:21.717913,Australia,Contact Lenses,60.71,3,Returning,Credit Card,23.41,3
4105,2025-04-26 17:44:21.717913,France,Prescription Glasses,247.44,1,Returning,Credit Card,12.13,6
4106,2025-04-26 17:44:21.717913,France,Sunglasses,111.21,1,New,Credit Card,15.87,8
4107,2025-04-26 17:44:21.717913,US,Reading Glasses,31.31,1,New,PayPal,19.69,10
4108,2025-04-26 17:44:21.717913,Germany,Safety Glasses,63.74,1,Returning,Credit Card,22.03,8
4109,2025-04-26 17:44:21.717913,France,Sunglasses,87.4,1,New,PayPal,7.55,13
4110,2025-04-26 17:44:21.717913,US,Sunglasses,127.1,1,Returning,Credit Card,9.75,4
4111,2025-04-26 17:44:21.717913,Australia,Contact Lenses,45.56,2,New,Credit Card,11.08,8
4112,2025-04-26 17:44:21.717913,Japan,Safety Glasses,121.65,1,New,PayPal,22.72,12
4113,2025-04-26 17:44:21.717913,Canada,Contact Lenses,34.72,1,New,Credit Card,21.57,13
4114,2025-04-26 17:44:21.717913,UK,Reading Glasses,26.1,1,New,Credit Card,11.47,6
4115,2025-04-26 17:44:21.717913,Australia,Reading Glasses,38.82,1,New,Credit Card,11.24,11
4116,2025-04-26 17:44:21.717913,US,Safety Glasses,103.87,1,New,Credit Card,23.33,10
4117,2025-04-26 17:44:21.717913,Canada,Safety Glasses,79.52,1,Returning,PayPal,16.22,3
4118,2025-04-26 17:44:21.717913,Germany,Safety Glasses,51.29,1,Returning,Credit Card,8.65,3
4119,2025-04-26 17:44:21.717913,Germany,Contact Lenses,33.92,1,New,PayPal,16.15,6
4120,2025-04-26 17:44:21.717913,Japan,Reading Glasses,62.45,1,New,Credit Card,10.74,13
4121,2025-04-26 17:44:21.717913,Japan,Sunglasses,96.28,1,New,Credit Card,17.32,11
4122,2025-04-26 17:44:21.717913,France,Safety Glasses,61.74,1,New,Credit Card,23.75,13
4123,2025-04-26 17:44:21.717913,US,Prescription Glasses,186.73,1,New,Credit Card,10.41,4
4124,2025-04-26 17:44:21.717913,UK,Contact Lenses,71.75,2,New,Credit Card,23.88,12
4125,2025-04-26 17:44:21.717913,US,Sunglasses,102.43,1,New,Bank Transfer,17.89,11
4126,2025-04-26 17:44:21.717913,Germany,Reading Glasses,35.01,1,Returning,PayPal,12.31,4
4127,2025-04-26 17:44:21.717913,UK,Sunglasses,107.44,1,New,Credit Card,22.21,5
4128,2025-04-26 17:44:21.717913,UK,Contact Lenses,61.82,1,New,Bank Transfer,11.69,4
4129,2025-04-26 17:44:21.717913,US,Reading Glasses,20.64,3,New,Credit Card,16.34,5
4130,2025-04-26 17:44:21.717913,Japan,Contact Lenses,86.43,1,New,Credit Card,23.19,8
4131,2025-04-26 17:44:21.717913,Germany,Contact Lenses,43.69,1,New,Bank Transfer,6.76,5
4132,2025-04-26 17:44:21.717913,Germany,Contact Lenses,45.73,1,Returning,Credit Card,15.1,3
4133,2025-04-26 17:44:21.717913,France,Sunglasses,133.06,1,Returning,PayPal,10.66,11
4134,2025-04-26 17:44:21.717913,Germany,Sunglasses,70.41,1,New,PayPal,7.51,3
4135,2025-04-26 17:44:21.717913,UK,Safety Glasses,51.12,2,New,PayPal,23.16,5
4136,2025-04-26 17:44:21.717913,Australia,Safety Glasses,74.37,1,Returning,Credit Card,7.37,11
4137,2025-04-26 17:44:21.717913,Japan,Prescription Glasses,185.23,1,New,Credit Card,15.27,10
4138,2025-04-26 17:44:21.717913,France,Prescription Glasses,207.55,2,New,PayPal,10.01,3
4139,2025-04-26 17:44:21.717913,Canada,Contact Lenses,60.63,3,New,PayPal,15.16,10
4140,2025-04-26 17:44:21.717913,US,Safety Glasses,95.85,2,New,PayPal,5.72,3
4141,2025-04-26 17:44:21.717913,Australia,Reading Glasses,20.63,1,Returning,PayPal,24.37,4
4142,2025-04-26 17:44:21.717913,France,Contact Lenses,58.26,1,Returning,PayPal,6.99,8
4143,2025-04-26 17:44:21.717913,Canada,Contact Lenses,42.13,2,New,Credit Card,5.85,14
4144,2025-04-26 17:44:21.717913,Australia,Sunglasses,82.18,2,New,PayPal,11.26,12
4145,2025-04-26 17:44:21.717913,Japan,Safety Glasses,120.12,1,New,Credit Card,14.4,4
4146,2025-04-26 17:44:21.717913,France,Safety Glasses,37.9,2,Returning,PayPal,13.79,7
4147,2025-04-26 17:44:21.717913,Japan,Sunglasses,155.88,1,New,Credit Card,13.05,10
4148,2025-04-26 17:44:21.717913,US,Reading Glasses,46.33,2,New,Credit Card,22.52,8
4149,2025-04-26 17:44:21.717913,UK,Safety Glasses,81.6,3,New,PayPal,24.97,10
4150,2025-04-26 17:44:21.717913,Japan,Safety Glasses,79.44,1,New,PayPal,12.41,14
4151,2025-04-26 17:44:21.717913,Japan,Safety Glasses,54.57,2,Returning,Credit Card,11.25,8
4152,2025-04-26 17:44:21.717913,UK,Contact Lenses,42.83,2,Returning,PayPal,5.93,6
4153,2025-04-26 17:44:21.717913,Japan,Contact Lenses,82.42,2,Returning,Credit Card,22.68,12
4154,2025-04-27 17:44:21.717913,US,Reading Glasses,20.22,1,New,PayPal,6.61,13
4155,2025-04-27 17:44:21.717913,Australia,Reading Glasses,30.34,1,New,Credit Card,16.07,5
4156,2025-04-27 17:44:21.717913,US,Prescription Glasses,171.38,1,New,PayPal,19.18,8
4157,2025-04-27 17:44:21.717913,Canada,Contact Lenses,67.86,1,New,PayPal,14.32,7
4158,2025-04-27 17:44:21.717913,Australia,Contact Lenses,60.37,1,New,Credit Card,13.28,9
4159,2025-04-27 17:44:21.717913,UK,Sunglasses,80.51,1,Returning,Credit Card,17.23,13
4160,2025-04-27 17:44:21.717913,Australia,Prescription Glasses,125.13,1,New,Bank Transfer,18.21,13
4161,2025-04-27 17:44:21.717913,Australia,Prescription Glasses,167.58,1,Returning,PayPal,6.87,4
4162,2025-04-27 17:44:21.717913,Australia,Safety Glasses,78.76,2,New,Bank Transfer,18.78,3
4163,2025-04-27 17:44:21.717913,Australia,Reading Glasses,30.21,1,Returning,Credit Card,18.48,13
4164,2025-04-27 17:44:21.717913,Germany,Prescription Glasses,233.6,1,Returning,Credit Card,22.15,4
4165,2025-04-27 17:44:21.717913,France,Reading Glasses,43.69,1,New,PayPal,16.44,3
4166,2025-04-27 17:44:21.717913,Germany,Reading Glasses,38.21,1,New,PayPal,19.85,10
4167,2025-04-27 17:44:21.717913,Germany,Sunglasses,74.34,2,Returning,Credit Card,13.96,9
4168,2025-04-27 17:44:21.717913,Germany,Contact Lenses,48.37,2,New,Credit Card,5.61,6
4169,2025-04-27 17:44:21.717913,Germany,Sunglasses,162.49,2,New,PayPal,17.91,12
4170,2025-04-27 17:44:21.717913,Canada,Sunglasses,111.38,2,Returning,PayPal,8.25,5
4171,2025-04-27 17:44:21.717913,Australia,Sunglasses,186.73,1,Returning,Bank Transfer,10.85,7
4172,2025-04-27 17:44:21.717913,UK,Contact Lenses,34.89,1,Returning,PayPal,16.6,10
4173,2025-04-27 17:44:21.717913,Canada,Reading Glasses,38.48,1,New,Bank Transfer,22.98,4
4174,2025-04-27 17:44:21.717913,UK,Reading Glasses,25.3,1,New,Credit Card,13.8,5
4175,2025-04-27 17:44:21.717913,Germany,Reading Glasses,49.29,1,New,Credit Card,5.85,8
4176,2025-04-27 17:44:21.717913,UK,Prescription Glasses,257.44,1,Returning,Credit Card,20.5,5
4177,2025-04-27 17:44:21.717913,UK,Safety Glasses,103.38,1,New,Credit Card,14.88,7
4178,2025-04-27 17:44:21.717913,US,Safety Glasses,93.56,2,New,PayPal,18.07,12
4179,2025-04-27 17:44:21.717913,Japan,Reading Glasses,56.8,2,New,Credit Card,13.37,7
4180,2025-04-27 17:44:21.717913,Germany,Prescription Glasses,175.53,2,New,Credit Card,5.4,5
4181,2025-04-27 17:44:21.717913,US,Contact Lenses,76.44,1,New,PayPal,8.03,8
4182,2025-04-27 17:44:21.717913,US,Reading Glasses,25.15,1,New,Credit Card,7.1,7
4183,2025-04-27 17:44:21.717913,Germany,Reading Glasses,20.47,1,New,Credit Card,18.76,13
4184,2025-04-27 17:44:21.717913,US,Reading Glasses,28.22,2,Returning,Credit Card,8.51,9
4185,2025-04-27 17:44:21.717913,Japan,Contact Lenses,49.78,2,Returning,Credit Card,11.1,4
4186,2025-04-27 17:44:21.717913,Australia,Prescription Glasses,239.38,1,New,Credit Card,13.99,8
4187,2025-04-27 17:44:21.717913,US,Reading Glasses,44.49,2,Returning,Credit Card,18.88,9
4188,2025-04-27 17:44:21.717913,Australia,Contact Lenses,28.97,1,New,Credit Card,10.35,11
4189,2025-04-27 17:44:21.717913,France,Prescription Glasses,124.21,3,Returning,Credit Card,14.13,11
4190,2025-04-27 17:44:21.717913,Canada,Reading Glasses,35.54,2,New,Credit Card,18.12,12
4191,2025-04-27 17:44:21.717913,Australia,Sunglasses,106.76,1,New,Credit Card,20.53,12
4192,2025-04-27 17:44:21.717913,Germany,Safety Glasses,63.88,1,Returning,Credit Card,12.07,10
4193,2025-04-27 17:44:21.717913,UK,Contact Lenses,60.2,1,Returning,Credit Card,10.73,8
4194,2025-04-27 17:44:21.717913,UK,Contact Lenses,45.37,1,New,Credit Card,23.04,5
4195,2025-04-27 17:44:21.717913,UK,Prescription Glasses,202.4,1,New,Credit Card,7.26,4
4196,2025-04-27 17:44:21.717913,Japan,Contact Lenses,69.77,1,New,PayPal,13.62,9
4197,2025-04-27 17:44:21.717913,Germany,Reading Glasses,29.25,1,Returning,Credit Card,19.35,13
4198,2025-04-27 17:44:21.717913,UK,Prescription Glasses,204.74,1,Returning,Credit Card,10.45,4
4199,2025-04-27 17:44:21.717913,Australia,Contact Lenses,38.31,1,New,PayPal,16.06,5
4200,2025-04-27 17:44:21.717913,Japan,Safety Glasses,52.57,1,New,Bank Transfer,14.23,3
4201,2025-04-27 17:44:21.717913,UK,Sunglasses,62.11,1,Returning,Bank Transfer,16.69,9
4202,2025-04-27 17:44:21.717913,Japan,Prescription Glasses,198.74,1,New,Credit Card,14.41,11
4203,2025-04-27 17:44:21.717913,US,Safety Glasses,84.73,1,New,PayPal,15.56,8
4204,2025-04-27 17:44:21.717913,France,Reading Glasses,45.15,1,Returning,PayPal,8.76,10
4205,2025-04-27 17:44:21.717913,Germany,Reading Glasses,45.29,2,New,Credit Card,5.7,7
4206,2025-04-27 17:44:21.717913,Australia,Contact Lenses,58.99,1,Returning,Credit Card,10.19,14
4207,2025-04-27 17:44:21.717913,Australia,Prescription Glasses,159.78,1,New,Credit Card,15.85,4
4208,2025-04-27 17:44:21.717913,Canada,Sunglasses,57.64,2,New,Credit Card,24.54,14
4209,2025-04-27 17:44:21.717913,US,Contact Lenses,78.34,2,New,PayPal,22.8,10
4210,2025-04-27 17:44:21.717913,France,Contact Lenses,69.24,2,New,PayPal,13.05,6
4211,2025-04-27 17:44:21.717913,France,Sunglasses,89.43,1,New,Bank Transfer,21.63,4
4212,2025-04-27 17:44:21.717913,Canada,Safety Glasses,72.08,1,New,PayPal,5.08,10
4213,2025-04-27 17:44:21.717913,France,Reading Glasses,40.76,1,New,PayPal,19.83,5
4214,2025-04-27 17:44:21.717913,UK,Prescription Glasses,105.19,2,New,Credit Card,7.69,14
4215,2025-04-27 17:44:21.717913,Australia,Safety Glasses,74.7,2,Returning,Credit Card,12.94,3
4216,2025-04-28 17:44:21.717913,Australia,Safety Glasses,73.14,1,New,Credit Card,10.45,3
4217,2025-04-28 17:44:21.717913,Japan,Prescription Glasses,191.87,1,New,Bank Transfer,17.65,7
4218,2025-04-28 17:44:21.717913,Canada,Prescription Glasses,256.42,1,New,PayPal,17.69,5
